sexe;preusuel;annais;nombre
1;AARON;1907;3
1;AARON;1911;3
1;AARON;1931;3
1;AARON;1935;3
1;AARON;1949;3
1;AARON;1960;3
1;AARON;1962;3
1;AARON;1963;4
1;AARON;1964;4
1;AARON;1965;5
1;AARON;1966;3
1;AARON;1970;4
1;AARON;1975;3
1;AARON;1976;6
1;AARON;1977;3
1;AARON;1979;4
1;AARON;1980;6
1;AARON;1981;10
1;AARON;1982;8
1;AARON;1983;8
1;AARON;1984;8
1;AARON;1985;11
1;AARON;1986;10
1;AARON;1987;15
1;AARON;1988;16
1;AARON;1989;14
1;AARON;1990;24
1;AARON;1991;19
1;AARON;1992;30
1;AARON;1993;18
1;AARON;1994;26
1;AARON;1995;43
1;AARON;1996;34
1;AARON;1997;72
1;AARON;1998;77
1;AARON;1999;93
1;AARON;2000;118
1;AARON;2001;135
1;AARON;2002;131
1;AARON;2003;136
1;AARON;2004;335
1;AARON;2005;439
1;AARON;2006;598
1;AARON;2007;910
1;AARON;2008;1380
1;AARON;2009;1355
1;AARON;2010;1606
1;AARON;2011;1763
1;AARON;2012;1726
1;AARON;2013;1907
1;AARON;2014;2053
1;AARON;2015;2156
1;AARON;2016;2369
1;AARON;2017;2382
1;AARON;2018;2249
1;ABD;1947;3
1;ABD;1949;5
1;ABD;1950;5
1;ABD;1951;8
1;ABD;1952;14
1;ABD;1953;9
1;ABD;1954;20
1;ABD;1955;12
1;ABD;1956;22
1;ABD;1957;27
1;ABD;1958;31
1;ABD;1959;26
1;ABD;1960;28
1;ABD;1961;20
1;ABD;1962;34
1;ABD;1963;37
1;ABD;1964;19
1;ABD;1965;18
1;ABD;1966;18
1;ABD;1967;20
1;ABD;1968;29
1;ABD;1969;21
1;ABD;1970;25
1;ABD;1971;27
1;ABD;1972;26
1;ABD;1973;15
1;ABD;1974;17
1;ABD;1975;17
1;ABD;1976;17
1;ABD;1977;20
1;ABD;1978;18
1;ABD;1979;20
1;ABD;1980;23
1;ABD;1981;19
1;ABD;1982;22
1;ABD;1983;14
1;ABD;1984;23
1;ABD;1985;13
1;ABD;1986;12
1;ABD;1987;11
1;ABD;1988;11
1;ABD;1989;10
1;ABD;1990;19
1;ABD;1991;13
1;ABD;1992;12
1;ABD;1993;10
1;ABD;1994;11
1;ABD;1995;6
1;ABD;1996;8
1;ABD;1997;9
1;ABD;1998;10
1;ABD;1999;7
1;ABD;2000;6
1;ABD;2001;20
1;ABD;2002;8
1;ABD;2003;11
1;ABD;2004;16
1;ABD;2005;17
1;ABD;2006;27
1;ABD;2007;33
1;ABD;2008;34
1;ABD;2009;35
1;ABD;2010;34
1;ABD;2011;37
1;ABD;2012;47
1;ABD;2013;43
1;ABD;2014;49
1;ABD;2015;66
1;ABD;2016;55
1;ABD;2017;48
1;ABD;2018;52
1;ABDALLAH;1947;4
1;ABDALLAH;1948;6
1;ABDALLAH;1949;10
1;ABDALLAH;1950;7
1;ABDALLAH;1951;8
1;ABDALLAH;1952;12
1;ABDALLAH;1953;17
1;ABDALLAH;1954;20
1;ABDALLAH;1955;24
1;ABDALLAH;1956;20
1;ABDALLAH;1957;25
1;ABDALLAH;1958;26
1;ABDALLAH;1959;29
1;ABDALLAH;1960;35
1;ABDALLAH;1961;41
1;ABDALLAH;1962;50
1;ABDALLAH;1963;47
1;ABDALLAH;1964;56
1;ABDALLAH;1965;63
1;ABDALLAH;1966;66
1;ABDALLAH;1967;63
1;ABDALLAH;1968;56
1;ABDALLAH;1969;58
1;ABDALLAH;1970;68
1;ABDALLAH;1971;57
1;ABDALLAH;1972;52
1;ABDALLAH;1973;68
1;ABDALLAH;1974;51
1;ABDALLAH;1975;64
1;ABDALLAH;1976;52
1;ABDALLAH;1977;48
1;ABDALLAH;1978;34
1;ABDALLAH;1979;38
1;ABDALLAH;1980;49
1;ABDALLAH;1981;49
1;ABDALLAH;1982;67
1;ABDALLAH;1983;43
1;ABDALLAH;1984;55
1;ABDALLAH;1985;48
1;ABDALLAH;1986;45
1;ABDALLAH;1987;46
1;ABDALLAH;1988;43
1;ABDALLAH;1989;52
1;ABDALLAH;1990;35
1;ABDALLAH;1991;34
1;ABDALLAH;1992;34
1;ABDALLAH;1993;43
1;ABDALLAH;1994;35
1;ABDALLAH;1995;34
1;ABDALLAH;1996;34
1;ABDALLAH;1997;41
1;ABDALLAH;1998;48
1;ABDALLAH;1999;72
1;ABDALLAH;2000;68
1;ABDALLAH;2001;70
1;ABDALLAH;2002;93
1;ABDALLAH;2003;103
1;ABDALLAH;2004;107
1;ABDALLAH;2005;137
1;ABDALLAH;2006;134
1;ABDALLAH;2007;134
1;ABDALLAH;2008;168
1;ABDALLAH;2009;166
1;ABDALLAH;2010;184
1;ABDALLAH;2011;187
1;ABDALLAH;2012;203
1;ABDALLAH;2013;251
1;ABDALLAH;2014;265
1;ABDALLAH;2015;302
1;ABDALLAH;2016;258
1;ABDALLAH;2017;247
1;ABDALLAH;2018;237
1;ABDEL;1947;6
1;ABDEL;1948;7
1;ABDEL;1949;5
1;ABDEL;1950;9
1;ABDEL;1951;15
1;ABDEL;1952;17
1;ABDEL;1953;23
1;ABDEL;1954;38
1;ABDEL;1955;34
1;ABDEL;1956;43
1;ABDEL;1957;54
1;ABDEL;1958;55
1;ABDEL;1959;73
1;ABDEL;1960;77
1;ABDEL;1961;77
1;ABDEL;1962;82
1;ABDEL;1963;89
1;ABDEL;1964;68
1;ABDEL;1965;74
1;ABDEL;1966;72
1;ABDEL;1967;70
1;ABDEL;1968;82
1;ABDEL;1969;73
1;ABDEL;1970;76
1;ABDEL;1971;76
1;ABDEL;1972;79
1;ABDEL;1973;92
1;ABDEL;1974;92
1;ABDEL;1975;64
1;ABDEL;1976;55
1;ABDEL;1977;76
1;ABDEL;1978;97
1;ABDEL;1979;84
1;ABDEL;1980;73
1;ABDEL;1981;103
1;ABDEL;1982;100
1;ABDEL;1983;94
1;ABDEL;1984;100
1;ABDEL;1985;90
1;ABDEL;1986;79
1;ABDEL;1987;82
1;ABDEL;1988;84
1;ABDEL;1989;70
1;ABDEL;1990;64
1;ABDEL;1991;47
1;ABDEL;1992;50
1;ABDEL;1993;73
1;ABDEL;1994;52
1;ABDEL;1995;45
1;ABDEL;1996;53
1;ABDEL;1997;50
1;ABDEL;1998;35
1;ABDEL;1999;55
1;ABDEL;2000;65
1;ABDEL;2001;52
1;ABDEL;2002;59
1;ABDEL;2003;67
1;ABDEL;2004;58
1;ABDEL;2005;59
1;ABDEL;2006;59
1;ABDEL;2007;60
1;ABDEL;2008;54
1;ABDEL;2009;67
1;ABDEL;2010;54
1;ABDEL;2011;51
1;ABDEL;2012;80
1;ABDEL;2013;64
1;ABDEL;2014;70
1;ABDEL;2015;72
1;ABDEL;2016;49
1;ABDEL;2017;71
1;ABDEL;2018;49
1;ABDELAZIZ;1950;3
1;ABDELAZIZ;1953;8
1;ABDELAZIZ;1954;4
1;ABDELAZIZ;1955;12
1;ABDELAZIZ;1956;18
1;ABDELAZIZ;1957;14
1;ABDELAZIZ;1958;12
1;ABDELAZIZ;1959;16
1;ABDELAZIZ;1960;19
1;ABDELAZIZ;1961;23
1;ABDELAZIZ;1962;33
1;ABDELAZIZ;1963;29
1;ABDELAZIZ;1964;45
1;ABDELAZIZ;1965;41
1;ABDELAZIZ;1966;59
1;ABDELAZIZ;1967;61
1;ABDELAZIZ;1968;51
1;ABDELAZIZ;1969;59
1;ABDELAZIZ;1970;48
1;ABDELAZIZ;1971;74
1;ABDELAZIZ;1972;49
1;ABDELAZIZ;1973;47
1;ABDELAZIZ;1974;70
1;ABDELAZIZ;1975;60
1;ABDELAZIZ;1976;56
1;ABDELAZIZ;1977;59
1;ABDELAZIZ;1978;56
1;ABDELAZIZ;1979;71
1;ABDELAZIZ;1980;69
1;ABDELAZIZ;1981;59
1;ABDELAZIZ;1982;65
1;ABDELAZIZ;1983;59
1;ABDELAZIZ;1984;44
1;ABDELAZIZ;1985;55
1;ABDELAZIZ;1986;36
1;ABDELAZIZ;1987;48
1;ABDELAZIZ;1988;37
1;ABDELAZIZ;1989;34
1;ABDELAZIZ;1990;32
1;ABDELAZIZ;1991;40
1;ABDELAZIZ;1992;31
1;ABDELAZIZ;1993;24
1;ABDELAZIZ;1994;23
1;ABDELAZIZ;1995;15
1;ABDELAZIZ;1996;28
1;ABDELAZIZ;1997;21
1;ABDELAZIZ;1998;17
1;ABDELAZIZ;1999;22
1;ABDELAZIZ;2000;21
1;ABDELAZIZ;2001;20
1;ABDELAZIZ;2002;18
1;ABDELAZIZ;2003;22
1;ABDELAZIZ;2004;33
1;ABDELAZIZ;2005;16
1;ABDELAZIZ;2006;26
1;ABDELAZIZ;2007;25
1;ABDELAZIZ;2008;15
1;ABDELAZIZ;2009;20
1;ABDELAZIZ;2010;22
1;ABDELAZIZ;2011;20
1;ABDELAZIZ;2012;21
1;ABDELAZIZ;2013;23
1;ABDELAZIZ;2014;10
1;ABDELAZIZ;2015;18
1;ABDELAZIZ;2016;13
1;ABDELAZIZ;2017;12
1;ABDELAZIZ;2018;16
1;ABDELHAKIM;1957;8
1;ABDELHAKIM;1958;6
1;ABDELHAKIM;1959;11
1;ABDELHAKIM;1960;8
1;ABDELHAKIM;1961;20
1;ABDELHAKIM;1962;18
1;ABDELHAKIM;1963;25
1;ABDELHAKIM;1964;21
1;ABDELHAKIM;1965;26
1;ABDELHAKIM;1966;24
1;ABDELHAKIM;1967;28
1;ABDELHAKIM;1968;23
1;ABDELHAKIM;1969;25
1;ABDELHAKIM;1970;26
1;ABDELHAKIM;1971;38
1;ABDELHAKIM;1972;26
1;ABDELHAKIM;1973;29
1;ABDELHAKIM;1974;29
1;ABDELHAKIM;1975;31
1;ABDELHAKIM;1976;29
1;ABDELHAKIM;1977;29
1;ABDELHAKIM;1978;29
1;ABDELHAKIM;1979;27
1;ABDELHAKIM;1980;39
1;ABDELHAKIM;1981;32
1;ABDELHAKIM;1982;27
1;ABDELHAKIM;1983;29
1;ABDELHAKIM;1984;37
1;ABDELHAKIM;1985;31
1;ABDELHAKIM;1986;34
1;ABDELHAKIM;1987;29
1;ABDELHAKIM;1988;36
1;ABDELHAKIM;1989;33
1;ABDELHAKIM;1990;26
1;ABDELHAKIM;1991;22
1;ABDELHAKIM;1992;22
1;ABDELHAKIM;1993;22
1;ABDELHAKIM;1994;27
1;ABDELHAKIM;1995;32
1;ABDELHAKIM;1996;38
1;ABDELHAKIM;1997;15
1;ABDELHAKIM;1998;27
1;ABDELHAKIM;1999;21
1;ABDELHAKIM;2000;22
1;ABDELHAKIM;2001;25
1;ABDELHAKIM;2002;25
1;ABDELHAKIM;2003;37
